"id","orderNo","counterparty","status","userId","createdAt","updatedAt","amount","asset","dateTime","originalData","totalPrice","type","unitPrice"
"1909461388398374912","1909461388398374912","elisemefor","completed","414938234","2025-04-08 04:20:46.000","2025-04-08 04:20:46.000","5184","USDT","2025-04-08 04:20:46.000","{"Time":"2025-04-08 04:20:46","Type":"SELL","Price":"85.29","Status":"Completed","Currency":"RUB","Order No.":"1909461388398374912","Currency_1":"RUB","Coin Amount":"5184","Fiat Amount":"442143.36","p2p-convert":"no","Counterparty":"elisemefor","Cryptocurrency":"USDT","Cryptocurrency_1":"USDT","Transaction Fees":"0"}","442143.36","SELL","85.29"
"1909460659564777472","1909460659564777472","LOTUS","completed","414938234","2025-04-08 04:17:53.000","2025-04-08 04:17:53.000","5136","USDT","2025-04-08 04:17:53.000","{"Time":"2025-04-08 04:17:53","Type":"SELL","Price":"85.14","Status":"Completed","Currency":"RUB","Order No.":"1909460659564777472","Currency_1":"RUB","Coin Amount":"5136","Fiat Amount":"437279.04","p2p-convert":"no","Counterparty":"LOTUS","Cryptocurrency":"USDT","Cryptocurrency_1":"USDT","Transaction Fees":"0"}","437279.04","SELL","85.14"
"1909459470088830976","1909459470088830976","User45616SxqUA","completed","414938234","2025-04-08 04:13:09.000","2025-04-08 04:13:09.000","5136","USDT","2025-04-08 04:13:09.000","{"Time":"2025-04-08 04:13:09","Type":"SELL","Price":"85.14","Status":"Completed","Currency":"RUB","Order No.":"1909459470088830976","Currency_1":"RUB","Coin Amount":"5136","Fiat Amount":"437279.04","p2p-convert":"no","Counterparty":"User45616SxqUA","Cryptocurrency":"USDT","Cryptocurrency_1":"USDT","Transaction Fees":"0"}","437279.04","SELL","85.14"
"1909458731032186880","1909458731032186880","megimag","completed","414938234","2025-04-08 04:10:13.000","2025-04-08 04:10:13.000","5035","USDT","2025-04-08 04:10:13.000","{"Time":"2025-04-08 04:10:13","Type":"SELL","Price":"85.14","Status":"Completed","Currency":"RUB","Order No.":"1909458731032186880","Currency_1":"RUB","Coin Amount":"5035","Fiat Amount":"428679.90","p2p-convert":"no","Counterparty":"megimag","Cryptocurrency":"USDT","Cryptocurrency_1":"USDT","Transaction Fees":"0"}","428679.90","SELL","85.14"
"1909455721608814592","1909455721608814592","User6322T2NnCY","completed","414938234","2025-04-08 03:58:15.000","2025-04-08 03:58:15.000","10000","USDT","2025-04-08 03:58:15.000","{"Time":"2025-04-08 03:58:15","Type":"SELL","Price":"85.6","Status":"Completed","Currency":"RUB","Order No.":"1909455721608814592","Currency_1":"RUB","Coin Amount":"10000","Fiat Amount":"856000.00","p2p-convert":"no","Counterparty":"User6322T2NnCY","Cryptocurrency":"USDT","Cryptocurrency_1":"USDT","Transaction Fees":"0"}","856000.00","SELL","85.6"
"1909452238863482880","1909452238863482880","Koptusha","completed","414938234","2025-04-08 03:44:25.000","2025-04-08 03:44:25.000","10000","USDT","2025-04-08 03:44:25.000","{"Time":"2025-04-08 03:44:25","Type":"SELL","Price":"85.39","Status":"Completed","Currency":"RUB","Order No.":"1909452238863482880","Currency_1":"RUB","Coin Amount":"10000","Fiat Amount":"853900.00","p2p-convert":"no","Counterparty":"Koptusha","Cryptocurrency":"USDT","Cryptocurrency_1":"USDT","Transaction Fees":"0"}","853900.00","SELL","85.39"
"1909450855016603648","1909450855016603648","ziko_2013","completed","414938234","2025-04-08 03:38:55.000","2025-04-08 03:38:55.000","9500","USDT","2025-04-08 03:38:55.000","{"Time":"2025-04-08 03:38:55","Type":"SELL","Price":"85","Status":"Completed","Currency":"RUB","Order No.":"1909450855016603648","Currency_1":"RUB","Coin Amount":"9500","Fiat Amount":"807500.00","p2p-convert":"no","Counterparty":"ziko_2013","Cryptocurrency":"USDT","Cryptocurrency_1":"USDT","Transaction Fees":"0"}","807500.00","SELL","85"
"1909450667002073088","1909450667002073088","maFia","completed","414938234","2025-04-08 03:38:10.000","2025-04-08 03:38:10.000","9500","USDT","2025-04-08 03:38:10.000","{"Time":"2025-04-08 03:38:10","Type":"SELL","Price":"85.19","Status":"Completed","Currency":"RUB","Order No.":"1909450667002073088","Currency_1":"RUB","Coin Amount":"9500","Fiat Amount":"809305.00","p2p-convert":"no","Counterparty":"maFia","Cryptocurrency":"USDT","Cryptocurrency_1":"USDT","Transaction Fees":"0"}","809305.00","SELL","85.19"
"1909449899526602752","1909449899526602752","User9172qWHZib","completed","414938234","2025-04-08 03:35:07.000","2025-04-08 03:35:07.000","5000","USDT","2025-04-08 03:35:07.000","{"Time":"2025-04-08 03:35:07","Type":"SELL","Price":"85.09","Status":"Completed","Currency":"RUB","Order No.":"1909449899526602752","Currency_1":"RUB","Coin Amount":"5000","Fiat Amount":"425450.00","p2p-convert":"no","Counterparty":"User9172qWHZib","Cryptocurrency":"USDT","Cryptocurrency_1":"USDT","Transaction Fees":"0"}","425450.00","SELL","85.09"
"1909449484167061504","1909449484167061504","User5802Wfijin","completed","414938234","2025-04-08 03:33:28.000","2025-04-08 03:33:28.000","8640","USDT","2025-04-08 03:33:28.000","{"Time":"2025-04-08 03:33:28","Type":"SELL","Price":"85.39","Status":"Completed","Currency":"RUB","Order No.":"1909449484167061504","Currency_1":"RUB","Coin Amount":"8640","Fiat Amount":"737769.60","p2p-convert":"no","Counterparty":"User5802Wfijin","Cryptocurrency":"USDT","Cryptocurrency_1":"USDT","Transaction Fees":"0"}","737769.60","SELL","85.39"
"1909447678876876800","1909447678876876800","User905947e84134","completed","414938234","2025-04-08 03:26:18.000","2025-04-08 03:26:18.000","19200","USDT","2025-04-08 03:26:18.000","{"Time":"2025-04-08 03:26:18","Type":"SELL","Price":"85.39","Status":"Completed","Currency":"RUB","Order No.":"1909447678876876800","Currency_1":"RUB","Coin Amount":"19200","Fiat Amount":"1639488.00","p2p-convert":"no","Counterparty":"User905947e84134","Cryptocurrency":"USDT","Cryptocurrency_1":"USDT","Transaction Fees":"0"}","1639488.00","SELL","85.39"
"1909446733206380544","1909446733206380544","User5802Wfijin","completed","414938234","2025-04-08 03:22:32.000","2025-04-08 03:22:32.000","8500","USDT","2025-04-08 03:22:32.000","{"Time":"2025-04-08 03:22:32","Type":"SELL","Price":"85.39","Status":"Completed","Currency":"RUB","Order No.":"1909446733206380544","Currency_1":"RUB","Coin Amount":"8500","Fiat Amount":"725815.00","p2p-convert":"no","Counterparty":"User5802Wfijin","Cryptocurrency":"USDT","Cryptocurrency_1":"USDT","Transaction Fees":"0"}","725815.00","SELL","85.39"
"1909439322673491968","1909439322673491968","User2631Ki4dNd","completed","414938234","2025-04-08 02:53:06.000","2025-04-08 02:53:06.000","10000","USDT","2025-04-08 02:53:06.000","{"Time":"2025-04-08 02:53:06","Type":"SELL","Price":"85.19","Status":"Completed","Currency":"RUB","Order No.":"1909439322673491968","Currency_1":"RUB","Coin Amount":"10000","Fiat Amount":"851900.00","p2p-convert":"no","Counterparty":"User2631Ki4dNd","Cryptocurrency":"USDT","Cryptocurrency_1":"USDT","Transaction Fees":"0"}","851900.00","SELL","85.19"
"1909438364722651136","1909438364722651136","125vl","completed","414938234","2025-04-08 02:49:17.000","2025-04-08 02:49:17.000","12000","USDT","2025-04-08 02:49:17.000","{"Time":"2025-04-08 02:49:17","Type":"SELL","Price":"85.69","Status":"Completed","Currency":"RUB","Order No.":"1909438364722651136","Currency_1":"RUB","Coin Amount":"12000","Fiat Amount":"1028280.00","p2p-convert":"no","Counterparty":"125vl","Cryptocurrency":"USDT","Cryptocurrency_1":"USDT","Transaction Fees":"0"}","1028280.00","SELL","85.69"
"1909437548288794624","1909437548288794624","User2184awZjZb","completed","414938234","2025-04-08 02:46:02.000","2025-04-08 02:46:02.000","8572","USDT","2025-04-08 02:46:02.000","{"Time":"2025-04-08 02:46:02","Type":"SELL","Price":"85.59","Status":"Completed","Currency":"RUB","Order No.":"1909437548288794624","Currency_1":"RUB","Coin Amount":"8572","Fiat Amount":"733677.48","p2p-convert":"no","Counterparty":"User2184awZjZb","Cryptocurrency":"USDT","Cryptocurrency_1":"USDT","Transaction Fees":"0"}","733677.48","SELL","85.59"
"1909434913114370048","1909434913114370048","КРИПТО КАССА","completed","414938234","2025-04-08 02:35:34.000","2025-04-08 02:35:34.000","16150","USDT","2025-04-08 02:35:34.000","{"Time":"2025-04-08 02:35:34","Type":"SELL","Price":"85","Status":"Completed","Currency":"RUB","Order No.":"1909434913114370048","Currency_1":"RUB","Coin Amount":"16150","Fiat Amount":"1372750.00","p2p-convert":"no","Counterparty":"КРИПТО КАССА","Cryptocurrency":"USDT","Cryptocurrency_1":"USDT","Transaction Fees":"0"}","1372750.00","SELL","85"
"1909434850980466688","1909434850980466688","ele nik","completed","414938234","2025-04-08 02:35:19.000","2025-04-08 02:35:19.000","11981","USDT","2025-04-08 02:35:19.000","{"Time":"2025-04-08 02:35:19","Type":"SELL","Price":"85.19","Status":"Completed","Currency":"RUB","Order No.":"1909434850980466688","Currency_1":"RUB","Coin Amount":"11981","Fiat Amount":"1020661.39","p2p-convert":"no","Counterparty":"ele nik","Cryptocurrency":"USDT","Cryptocurrency_1":"USDT","Transaction Fees":"0"}","1020661.39","SELL","85.19"
"1909432972464746496","1909432972464746496","User9104g23yrS","completed","414938234","2025-04-08 02:27:51.000","2025-04-08 02:27:51.000","25150","USDT","2025-04-08 02:27:51.000","{"Time":"2025-04-08 02:27:51","Type":"SELL","Price":"85.19","Status":"Completed","Currency":"RUB","Order No.":"1909432972464746496","Currency_1":"RUB","Coin Amount":"25150","Fiat Amount":"2142528.50","p2p-convert":"no","Counterparty":"User9104g23yrS","Cryptocurrency":"USDT","Cryptocurrency_1":"USDT","Transaction Fees":"0"}","2142528.50","SELL","85.19"
"1909430722788757504","1909430722788757504","User3704ScjzN1","completed","414938234","2025-04-08 02:18:55.000","2025-04-08 02:18:55.000","30000","USDT","2025-04-08 02:18:55.000","{"Time":"2025-04-08 02:18:55","Type":"SELL","Price":"84.99","Status":"Completed","Currency":"RUB","Order No.":"1909430722788757504","Currency_1":"RUB","Coin Amount":"30000","Fiat Amount":"2549700.00","p2p-convert":"no","Counterparty":"User3704ScjzN1","Cryptocurrency":"USDT","Cryptocurrency_1":"USDT","Transaction Fees":"0"}","2549700.00","SELL","84.99"
"1909427299230720000","1909427299230720000","horoshiipar","completed","414938234","2025-04-08 02:05:19.000","2025-04-08 02:05:19.000","19000","USDT","2025-04-08 02:05:19.000","{"Time":"2025-04-08 02:05:19","Type":"SELL","Price":"85.29","Status":"Completed","Currency":"RUB","Order No.":"1909427299230720000","Currency_1":"RUB","Coin Amount":"19000","Fiat Amount":"1620510.00","p2p-convert":"no","Counterparty":"horoshiipar","Cryptocurrency":"USDT","Cryptocurrency_1":"USDT","Transaction Fees":"0"}","1620510.00","SELL","85.29"